Have you ever punched somebody?,人を殴ったことがある,yes,はい,no,いいえ,11,9
Have you ever earned money by lying?,嘘をついてお金をもらったことがある,yes,はい,no,いいえ,14,8
Do you think you are not believing in people?,人を信じていない,yes,はい,no,いいえ,20,13
Do you know your parents' birthdays?,親の誕生日を知っていますか？,yes,はい,no,いいえ,21,25
Do you think both 100 year before and after now are not different from now,100年前も100年後も今と変わらない,yes,はい,no,いいえ,29,23
Do you feel uncomfortable when you leave food?,ご飯を残すのに抵抗がある,yes,はい,no,いいえ,36,30
Is the food your parents make bad?,母親/父親のご飯が不味い,yes,はい,no,いいえ
Do you want to live longer than others?,他人より長生きがしたい,yes,はい,no,いいえ
Do you think you have things you dislike more than things you like?,好きなものより嫌いなものの方が多い,yes,はい,no,いいえ
Do you dislike foreigners?,外国人が嫌い,yes,はい,no,いいえ
Have you ever earned money by lying?,嘘をついてお金をもらったことがある,yes,はい,no,いいえ
